Component,Chemical Formula,salt,property_type,Concentration,Temperature,Property,"Property
Value",Concentration 2
,,Na2SO4,osmotic_coeff,2.2923,25.0000,,0.6327,
,,Na2SO4,osmotic_coeff,2.3179,25.0000,,0.6341,
,,Na2SO4,osmotic_coeff,2.3338,25.0000,,0.6344,
,,Na2SO4,osmotic_coeff,2.3732,25.0000,,0.6346,
,,Na2SO4,osmotic_coeff,2.3784,25.0000,,0.6356,
,,Na2SO4,osmotic_coeff,2.4237,25.0000,,0.6377,
,,Na2SO4,osmotic_coeff,2.4753,25.0000,,0.6394,
,,Na2SO4,osmotic_coeff,2.5367,25.0000,,0.6421,
,,Na2SO4,osmotic_coeff,2.5957,25.0000,,0.6449,
,,Na2SO4,osmotic_coeff,2.6122,25.0000,,0.6459,
,,Na2SO4,osmotic_coeff,2.6507,25.0000,,0.6473,
,,Na2SO4,osmotic_coeff,2.7030,25.0000,,0.6503,
,,Na2SO4,osmotic_coeff,2.7200,25.0000,,0.6512,
,,Na2SO4,osmotic_coeff,2.7572,25.0000,,0.6534,
,,Na2SO4,osmotic_coeff,2.8124,25.0000,,0.6562,
,,Na2SO4,osmotic_coeff,2.8694,25.0000,,0.6601,
,,Na2SO4,osmotic_coeff,2.9210,25.0000,,0.6633,
,,Na2SO4,osmotic_coeff,2.9776,25.0000,,0.6670,
,,Na2SO4,osmotic_coeff,3.0458,25.0000,,0.6703,
,,Na2SO4,osmotic_coeff,3.1101,25.0000,,0.6757,
,,Na2SO4,osmotic_coeff,3.1766,25.0000,,0.6793,
,,Na2SO4,osmotic_coeff,3.2463,25.0000,,0.6860,
,,Na2SO4,osmotic_coeff,3.3096,25.0000,,0.6913,
,,Na2SO4,osmotic_coeff,3.3853,25.0000,,0.6971,
,,Na2SO4,osmotic_coeff,3.4607,25.0000,,0.7042,
,,Na2SO4,osmotic_coeff,3.5379,25.0000,,0.7105,
,,Na2SO4,osmotic_coeff,3.6189,25.0000,,0.7174,
,,Na2SO4,osmotic_coeff,3.7000,25.0000,,0.7240,
Component 1,Na2SO4,Na2SO4,osmotic_coeff,,,,,
,,Na2SO4,osmotic_coeff,mol/kg H2O,°C,-,,
,,Na2SO4,osmotic_coeff,0.3565,25.0000,,0.7214,
,,Na2SO4,osmotic_coeff,0.5215,25.0000,,0.6936,
,,Na2SO4,osmotic_coeff,0.7362,25.0000,,0.6691,
,,Na2SO4,osmotic_coeff,0.8610,25.0000,,0.6575,
,,Na2SO4,osmotic_coeff,1.1160,25.0000,,0.6409,
,,Na2SO4,osmotic_coeff,1.1570,25.0000,,0.6395,
,,Na2SO4,osmotic_coeff,1.5330,25.0000,,0.6281,
,,Na2SO4,osmotic_coeff,1.8890,25.0000,,0.6282,
,,Na2SO4,osmotic_coeff,2.3770,25.0000,,0.6407,
,,Na2SO4,osmotic_coeff,4.4450,25.0000,,0.8115,
Component 1,Na2SO4,Na2SO4,osmotic_coeff,,,,,
,,Na2SO4,osmotic_coeff,mol/kg H2O,°C,-,,
,,Na2SO4,osmotic_coeff,0.9000,99.6000,,0.6670,
,,Na2SO4,osmotic_coeff,1.0000,99.6000,,0.6580,
,,Na2SO4,osmotic_coeff,1.2000,99.6000,,0.6480,
,,Na2SO4,osmotic_coeff,1.4000,99.6000,,0.6420,
,,Na2SO4,osmotic_coeff,1.6000,99.6000,,0.6380,
,,Na2SO4,osmotic_coeff,1.8000,99.6000,,0.6350,
,,Na2SO4,osmotic_coeff,2.0000,99.6000,,0.6330,
,,Na2SO4,osmotic_coeff,2.5000,99.6000,,0.6310,
,,Na2SO4,osmotic_coeff,3.0000,99.6000,,0.6300,
,,Na2SO4,osmotic_coeff,3.5000,99.6000,,0.6290,
Component 1,Na2SO4,Na2SO4,osmotic_coeff,,,,,
,,Na2SO4,osmotic_coeff,mol/kg H2O,°C,-,,
,,Na2SO4,osmotic_coeff,0.1000,25.0000,,0.7930,
,,Na2SO4,osmotic_coeff,0.2000,25.0000,,0.7530,
,,Na2SO4,osmotic_coeff,0.3000,25.0000,,0.7250,
,,Na2SO4,osmotic_coeff,0.4000,25.0000,,0.7050,
,,Na2SO4,osmotic_coeff,0.5000,25.0000,,0.6900,
,,Na2SO4,osmotic_coeff,0.6000,25.0000,,0.6780,
,,Na2SO4,osmotic_coeff,0.7000,25.0000,,0.6670,
,,Na2SO4,osmotic_coeff,0.8000,25.0000,,0.6580,
,,Na2SO4,osmotic_coeff,0.9000,25.0000,,0.6500,
,,Na2SO4,osmotic_coeff,1.0000,25.0000,,0.6420,
,,Na2SO4,osmotic_coeff,1.2000,25.0000,,0.6310,
,,Na2SO4,osmotic_coeff,1.4000,25.0000,,0.6250,
,,Na2SO4,osmotic_coeff,1.6000,25.0000,,0.6210,
,,Na2SO4,osmotic_coeff,1.8000,25.0000,,0.6200,
,,Na2SO4,osmotic_coeff,2.0000,25.0000,,0.6210,
,,Na2SO4,osmotic_coeff,2.5000,25.0000,,0.6350,
,,Na2SO4,osmotic_coeff,3.0000,25.0000,,0.6610,
,,Na2SO4,osmotic_coeff,3.5000,25.0000,,0.6960,
,,Na2SO4,osmotic_coeff,4.0000,25.0000,,0.7400,
Component 1,Na2SO4,Na2SO4,osmotic_coeff,,,,,
,,Na2SO4,osmotic_coeff,mol/kg H2O,°C,-,,
,,Na2SO4,osmotic_coeff,0.0400,40.0000,,0.8300,
,,Na2SO4,osmotic_coeff,0.1000,40.0000,,0.7880,
,,Na2SO4,osmotic_coeff,0.1500,40.0000,,0.7530,
,,Na2SO4,osmotic_coeff,0.2000,40.0000,,0.7200,
Component 1,Na2SO4,Na2SO4,osmotic_coeff,,,,,
,,Na2SO4,osmotic_coeff,mol/kg H2O,°C,-,,
,,Na2SO4,osmotic_coeff,0.0100,37.0000,,0.8780,
,,Na2SO4,osmotic_coeff,0.0200,37.0000,,0.8420,
,,Na2SO4,osmotic_coeff,0.0500,37.0000,,0.8090,
,,Na2SO4,osmotic_coeff,0.1000,37.0000,,0.7810,
,,Na2SO4,osmotic_coeff,0.2000,37.0000,,0.7420,
,,Na2SO4,osmotic_coeff,0.3000,37.0000,,0.7170,
,,Na2SO4,osmotic_coeff,0.4000,37.0000,,0.7000,
Component 1,Na2SO4,Na2SO4,osmotic_coeff,,,,,
,,Na2SO4,osmotic_coeff,mol/kg H2O,°C,-,,
,,Na2SO4,osmotic_coeff,0.4745,50.0000,,0.7080,
,,Na2SO4,osmotic_coeff,0.4745,75.0000,,0.7030,
,,Na2SO4,osmotic_coeff,0.4745,100.0000,,0.6930,
,,Na2SO4,osmotic_coeff,0.4745,125.0000,,0.6650,
,,Na2SO4,osmotic_coeff,0.4745,150.0000,,0.6090,
,,Na2SO4,osmotic_coeff,0.8112,50.0000,,0.6760,
,,Na2SO4,osmotic_coeff,0.8112,75.0000,,0.6830,
,,Na2SO4,osmotic_coeff,0.8112,100.0000,,0.6790,
,,Na2SO4,osmotic_coeff,0.8112,125.0000,,0.6590,
,,Na2SO4,osmotic_coeff,0.8112,150.0000,,0.5800,
,,Na2SO4,osmotic_coeff,1.2507,50.0000,,0.6570,
,,Na2SO4,osmotic_coeff,1.2507,75.0000,,0.6700,
,,Na2SO4,osmotic_coeff,1.2507,100.0000,,0.6740,
,,Na2SO4,osmotic_coeff,1.2507,125.0000,,0.6550,
,,Na2SO4,osmotic_coeff,1.2507,150.0000,,0.5810,
,,Na2SO4,osmotic_coeff,1.7471,50.0000,,0.6530,
,,Na2SO4,osmotic_coeff,1.7471,75.0000,,0.6730,
,,Na2SO4,osmotic_coeff,1.7471,100.0000,,0.6800,
,,Na2SO4,osmotic_coeff,1.7471,125.0000,,0.6700,
,,Na2SO4,osmotic_coeff,1.7471,150.0000,,0.5850,
,,Na2SO4,osmotic_coeff,1.8535,50.0000,,0.6620,
,,Na2SO4,osmotic_coeff,1.8535,75.0000,,0.6790,
,,Na2SO4,osmotic_coeff,1.8535,100.0000,,0.6850,
,,Na2SO4,osmotic_coeff,1.8535,125.0000,,0.6750,
,,Na2SO4,osmotic_coeff,1.8535,150.0000,,0.5960,
Component 1,Na2SO4,Na2SO4,osmotic_coeff,,,,,
,,Na2SO4,osmotic_coeff,mol/kg H2O,°C,-,,
,,Na2SO4,osmotic_coeff,0.0008,100.0000,,0.9750,
,,Na2SO4,osmotic_coeff,0.0016,100.0000,,0.9400,
,,Na2SO4,osmotic_coeff,0.0032,100.0000,,0.9260,
,,Na2SO4,osmotic_coeff,0.0065,100.0000,,0.9160,
,,Na2SO4,osmotic_coeff,0.0158,100.0000,,0.8760,
,,Na2SO4,osmotic_coeff,0.0325,100.0000,,0.8370,
,,Na2SO4,osmotic_coeff,0.0646,100.0000,,0.7990,
,,Na2SO4,osmotic_coeff,0.1590,100.0000,,0.7530,
,,Na2SO4,osmotic_coeff,0.3080,100.0000,,0.7160,
Component 1,Na2SO4,Na2SO4,osmotic_coeff,,,,,
,,Na2SO4,osmotic_coeff,mol/kg H2O,°C,-,,
,,Na2SO4,osmotic_coeff,0.0983,25.0000,,0.7941,
,,Na2SO4,osmotic_coeff,0.1345,25.0000,,0.7745,
,,Na2SO4,osmotic_coeff,0.1419,25.0000,,0.7741,
,,Na2SO4,osmotic_coeff,0.3186,25.0000,,0.7221,
,,Na2SO4,osmotic_coeff,0.5081,25.0000,,0.6883,
,,Na2SO4,osmotic_coeff,0.5930,25.0000,,0.6837,
,,Na2SO4,osmotic_coeff,0.7460,25.0000,,0.6634,
,,Na2SO4,osmotic_coeff,0.8690,25.0000,,0.6525,
,,Na2SO4,osmotic_coeff,0.9600,25.0000,,0.6432,
,,Na2SO4,osmotic_coeff,1.2730,25.0000,,0.6322,
,,Na2SO4,osmotic_coeff,1.3250,25.0000,,0.6287,
,,Na2SO4,osmotic_coeff,1.3350,25.0000,,0.6267,
,,Na2SO4,osmotic_coeff,1.5140,25.0000,,0.6261,
,,Na2SO4,osmotic_coeff,1.5940,25.0000,,0.6219,
,,Na2SO4,osmotic_coeff,1.7250,25.0000,,0.6197,
,,Na2SO4,osmotic_coeff,1.7780,25.0000,,0.6210,
,,Na2SO4,osmotic_coeff,2.1780,25.0000,,0.6241,
,,Na2SO4,osmotic_coeff,2.4290,25.0000,,0.6337,
,,Na2SO4,osmotic_coeff,2.4560,25.0000,,0.6348,
,,Na2SO4,osmotic_coeff,2.9450,25.0000,,0.6596,
,,Na2SO4,osmotic_coeff,3.3340,25.0000,,0.6832,
,,Na2SO4,osmotic_coeff,3.7840,25.0000,,0.7257,
,,Na2SO4,osmotic_coeff,4.1850,25.0000,,0.7637,
Component 1,Na2SO4,Na2SO4,osmotic_coeff,,,,,
,,Na2SO4,osmotic_coeff,mol/kg H2O,°C,-,,
,,Na2SO4,osmotic_coeff,0.7000,45.0000,,0.6801,
,,Na2SO4,osmotic_coeff,0.8000,45.0000,,0.6711,
,,Na2SO4,osmotic_coeff,0.9000,45.0000,,0.6665,
,,Na2SO4,osmotic_coeff,1.0000,45.0000,,0.6611,
,,Na2SO4,osmotic_coeff,1.1000,45.0000,,0.6586,
,,Na2SO4,osmotic_coeff,1.2000,45.0000,,0.6568,
,,Na2SO4,osmotic_coeff,1.3000,45.0000,,0.6538,
,,Na2SO4,osmotic_coeff,1.4000,45.0000,,0.6515,
,,Na2SO4,osmotic_coeff,1.5000,45.0000,,0.6509,
,,Na2SO4,osmotic_coeff,2.0000,45.0000,,0.6495,
,,Na2SO4,osmotic_coeff,2.5000,45.0000,,0.6583,
,,Na2SO4,osmotic_coeff,3.0000,45.0000,,0.6807,
,,Na2SO4,osmotic_coeff,3.5000,45.0000,,0.7144,
Component 1,Na2SO4,Na2SO4,osmotic_coeff,,,,,
,,Na2SO4,osmotic_coeff,mol/kg H2O,Kelvin,-,,
,,Na2SO4,osmotic_coeff,0.1098,298.1500,,0.7850,
,,Na2SO4,osmotic_coeff,0.1103,298.1500,,0.7820,
,,Na2SO4,osmotic_coeff,0.1166,323.1500,,0.7811,
,,Na2SO4,osmotic_coeff,0.1272,323.1500,,0.7673,
,,Na2SO4,osmotic_coeff,0.1318,323.1500,,0.7683,
,,Na2SO4,osmotic_coeff,0.1385,323.1500,,0.7570,
,,Na2SO4,osmotic_coeff,0.1588,323.1500,,0.7670,
,,Na2SO4,osmotic_coeff,0.1621,298.1500,,0.7618,
,,Na2SO4,osmotic_coeff,0.1634,298.1500,,0.7614,
,,Na2SO4,osmotic_coeff,0.1706,298.1500,,0.7589,
,,Na2SO4,osmotic_coeff,0.1875,298.1500,,0.7542,
,,Na2SO4,osmotic_coeff,0.1970,323.1500,,0.7570,
,,Na2SO4,osmotic_coeff,0.1998,298.1500,,0.7503,
,,Na2SO4,osmotic_coeff,0.2050,298.1500,,0.7493,
,,Na2SO4,osmotic_coeff,0.2070,298.1500,,0.7480,
,,Na2SO4,osmotic_coeff,0.2071,298.1500,,0.7482,
,,Na2SO4,osmotic_coeff,0.2109,298.1500,,0.7469,
,,Na2SO4,osmotic_coeff,0.2111,298.1500,,0.7396,
,,Na2SO4,osmotic_coeff,0.2159,323.1500,,0.7542,
,,Na2SO4,osmotic_coeff,0.2244,298.1500,,0.7474,
,,Na2SO4,osmotic_coeff,0.2264,323.1500,,0.7521,
,,Na2SO4,osmotic_coeff,0.2415,298.1500,,0.7311,
,,Na2SO4,osmotic_coeff,0.2440,298.1500,,0.7375,
,,Na2SO4,osmotic_coeff,0.2456,298.1500,,0.7396,
,,Na2SO4,osmotic_coeff,0.2542,298.1500,,0.7357,
,,Na2SO4,osmotic_coeff,0.2786,323.1500,,0.7370,
,,Na2SO4,osmotic_coeff,0.3083,323.1500,,0.7349,
,,Na2SO4,osmotic_coeff,0.3193,298.1500,,0.7257,
,,Na2SO4,osmotic_coeff,0.3235,323.1500,,0.7311,
,,Na2SO4,osmotic_coeff,0.3344,298.1500,,0.7182,
,,Na2SO4,osmotic_coeff,0.3489,323.1500,,0.7355,
,,Na2SO4,osmotic_coeff,0.3545,323.1500,,0.7281,
,,Na2SO4,osmotic_coeff,0.3590,298.1500,,0.7142,
,,Na2SO4,osmotic_coeff,0.3650,298.1500,,0.7116,
,,Na2SO4,osmotic_coeff,0.3700,323.1500,,0.7242,
,,Na2SO4,osmotic_coeff,0.3792,323.1500,,0.7243,
,,Na2SO4,osmotic_coeff,0.3865,298.1500,,0.7080,
,,Na2SO4,osmotic_coeff,0.4029,298.1500,,0.7058,
,,Na2SO4,osmotic_coeff,0.4072,323.1500,,0.7178,
,,Na2SO4,osmotic_coeff,0.4255,323.1500,,0.7174,
,,Na2SO4,osmotic_coeff,0.4323,298.1500,,0.7030,
,,Na2SO4,osmotic_coeff,0.4426,298.1500,,0.7007,
,,Na2SO4,osmotic_coeff,0.4500,323.1500,,0.7098,
,,Na2SO4,osmotic_coeff,0.4534,323.1500,,0.7189,
,,Na2SO4,osmotic_coeff,0.4545,323.1500,,0.7078,
,,Na2SO4,osmotic_coeff,0.4562,298.1500,,0.6975,
,,Na2SO4,osmotic_coeff,0.4720,298.1500,,0.6964,
,,Na2SO4,osmotic_coeff,0.5054,298.1500,,0.6917,
,,Na2SO4,osmotic_coeff,0.5163,323.1500,,0.7051,
,,Na2SO4,osmotic_coeff,0.5329,298.1500,,0.6867,
,,Na2SO4,osmotic_coeff,0.5425,298.1500,,0.6872,
,,Na2SO4,osmotic_coeff,0.5538,298.1500,,0.6843,
,,Na2SO4,osmotic_coeff,0.5699,298.1500,,0.6819,
,,Na2SO4,osmotic_coeff,0.5704,298.1500,,0.6831,
,,Na2SO4,osmotic_coeff,0.5794,298.1500,,0.6818,
,,Na2SO4,osmotic_coeff,0.5901,323.1500,,0.6996,
,,Na2SO4,osmotic_coeff,0.6211,298.1500,,0.6787,
,,Na2SO4,osmotic_coeff,0.6441,323.1500,,0.6927,
,,Na2SO4,osmotic_coeff,0.6469,298.1500,,0.6737,
,,Na2SO4,osmotic_coeff,0.7113,298.1500,,0.6690,
,,Na2SO4,osmotic_coeff,0.7771,298.1500,,0.6610,
,,Na2SO4,osmotic_coeff,0.8180,298.1500,,0.6588,
,,Na2SO4,osmotic_coeff,0.8283,323.1500,,0.6806,
,,Na2SO4,osmotic_coeff,0.8326,323.1500,,0.6788,
,,Na2SO4,osmotic_coeff,0.8377,298.1500,,0.6559,
,,Na2SO4,osmotic_coeff,0.9576,298.1500,,0.6477,
,,Na2SO4,osmotic_coeff,0.9903,323.1500,,0.6704,
,,Na2SO4,osmotic_coeff,1.0112,323.1500,,0.6703,
,,Na2SO4,osmotic_coeff,1.0250,298.1500,,0.6433,
,,Na2SO4,osmotic_coeff,1.0449,323.1500,,0.6676,
,,Na2SO4,osmotic_coeff,1.2002,323.1500,,0.6700,
,,Na2SO4,osmotic_coeff,1.4211,323.1500,,0.6559,
,,Na2SO4,osmotic_coeff,1.5986,298.1500,,0.6239,
,,Na2SO4,osmotic_coeff,1.6874,323.1500,,0.6538,
,,Na2SO4,osmotic_coeff,1.8109,298.1500,,0.6236,
,,Na2SO4,osmotic_coeff,1.8373,298.1500,,0.6239,
,,Na2SO4,osmotic_coeff,1.9383,298.1500,,0.6251,
,,Na2SO4,osmotic_coeff,2.0547,323.1500,,0.6535,
,,Na2SO4,osmotic_coeff,2.2577,298.1500,,0.6325,
Component 1,NaOH,NaOH,water_activity,,,,,
,,NaOH,water_activity,Wt. %,°C,-,,
,,NaOH,water_activity,6.4533,25.0000,,0.9449,
,,NaOH,water_activity,6.4533,50.0000,,0.9469,
,,NaOH,water_activity,6.4533,75.0000,,0.9374,
,,NaOH,water_activity,6.4533,90.0000,,0.9503,
,,NaOH,water_activity,6.4533,97.0000,,0.9487,
,,NaOH,water_activity,12.9067,25.0000,,0.8565,
,,NaOH,water_activity,12.9067,50.0000,,0.8540,
,,NaOH,water_activity,12.9067,75.0000,,0.8648,
,,NaOH,water_activity,12.9067,90.0000,,0.8700,
,,NaOH,water_activity,12.9067,97.0000,,0.8768,
,,NaOH,water_activity,19.3600,25.0000,,0.7113,
,,NaOH,water_activity,19.3600,50.0000,,0.7264,
,,NaOH,water_activity,19.3600,75.0000,,0.7471,
,,NaOH,water_activity,19.3600,90.0000,,0.7610,
,,NaOH,water_activity,19.3600,97.0000,,0.7757,
,,NaOH,water_activity,25.8134,25.0000,,0.5513,
,,NaOH,water_activity,25.8134,50.0000,,0.5837,
,,NaOH,water_activity,25.8134,75.0000,,0.6157,
,,NaOH,water_activity,25.8134,90.0000,,0.6291,
,,NaOH,water_activity,25.8134,97.0000,,0.6378,
,,NaOH,water_activity,27.1040,25.0000,,0.5177,
,,NaOH,water_activity,27.1040,50.0000,,0.5567,
,,NaOH,water_activity,27.1040,75.0000,,0.5880,
,,NaOH,water_activity,27.1040,90.0000,,0.6023,
,,NaOH,water_activity,27.1040,97.0000,,0.6100,
,,NaOH,water_activity,28.3947,25.0000,,0.4819,
,,NaOH,water_activity,28.3947,50.0000,,0.5253,
,,NaOH,water_activity,28.3947,75.0000,,0.5569,
,,NaOH,water_activity,28.3947,90.0000,,0.5736,
,,NaOH,water_activity,28.3947,97.0000,,0.5792,
,,NaOH,water_activity,29.6854,25.0000,,0.4503,
,,NaOH,water_activity,29.6854,50.0000,,0.4929,
,,NaOH,water_activity,29.6854,75.0000,,0.5275,
,,NaOH,water_activity,29.6854,90.0000,,0.5449,
,,NaOH,water_activity,29.6854,97.0000,,0.5513,
,,NaOH,water_activity,32.2667,25.0000,,0.3851,
,,NaOH,water_activity,32.2667,50.0000,,0.4291,
,,NaOH,water_activity,32.2667,75.0000,,0.4635,
,,NaOH,water_activity,32.2667,90.0000,,0.4876,
,,NaOH,water_activity,32.2667,97.0000,,0.4941,
,,NaOH,water_activity,38.7201,25.0000,,0.2294,
,,NaOH,water_activity,38.7201,50.0000,,0.2627,
,,NaOH,water_activity,38.7201,75.0000,,0.3165,
,,NaOH,water_activity,38.7201,90.0000,,0.3480,
,,NaOH,water_activity,38.7201,97.0000,,0.3519,
,,NaOH,water_activity,45.1734,25.0000,,0.1347,
,,NaOH,water_activity,45.1734,50.0000,,0.1621,
,,NaOH,water_activity,45.1734,75.0000,,0.1972,
,,NaOH,water_activity,45.1734,90.0000,,0.2294,
,,NaOH,water_activity,45.1734,97.0000,,0.2141,
Component 1,NaOH,NaOH,water_activity,,,,,
,,NaOH,water_activity,mol/kg H2O,°C,-,,
,,NaOH,water_activity,1.3550,0.0000,,0.9586,
,,NaOH,water_activity,2.9450,0.0000,,0.8970,
,,NaOH,water_activity,5.1250,0.0000,,0.7799,
,,NaOH,water_activity,6.8100,0.0000,,0.6766,
,,NaOH,water_activity,8.7950,0.0000,,0.5470,
,,NaOH,water_activity,11.8600,0.0000,,0.3518,
,,NaOH,water_activity,14.9000,0.0000,,0.2344,
Component 1,NaOH,NaOH,water_activity,,,,,
,,NaOH,water_activity,Wt. %,°C,-,,
,,NaOH,water_activity,0.0000,70.0400,,1.0000,
,,NaOH,water_activity,0.0000,80.0000,,1.0000,
,,NaOH,water_activity,8.9930,60.0000,,0.9120,
,,NaOH,water_activity,9.9630,60.0000,,0.9010,
,,NaOH,water_activity,10.0300,45.0000,,0.8980,
,,NaOH,water_activity,10.9500,80.0000,,0.8850,
,,NaOH,water_activity,12.8400,30.0000,,0.8410,
,,NaOH,water_activity,13.6000,70.0400,,0.8240,
,,NaOH,water_activity,17.9900,60.0000,,0.7670,
,,NaOH,water_activity,18.8700,30.0000,,0.7500,
,,NaOH,water_activity,19.8400,60.0000,,0.7450,
,,NaOH,water_activity,19.9000,80.0000,,0.7360,
,,NaOH,water_activity,20.8100,45.0000,,0.6970,
,,NaOH,water_activity,21.1300,70.0400,,0.6930,
,,NaOH,water_activity,23.9300,60.0000,,0.6450,
,,NaOH,water_activity,25.3700,45.0000,,0.5900,
,,NaOH,water_activity,26.2800,30.0000,,0.5600,
,,NaOH,water_activity,26.8800,80.0000,,0.5910,
,,NaOH,water_activity,26.9300,70.0400,,0.5620,
,,NaOH,water_activity,27.1400,60.0000,,0.5780,
,,NaOH,water_activity,29.4900,60.0000,,0.4950,
,,NaOH,water_activity,31.8600,60.0000,,0.4370,
,,NaOH,water_activity,32.6400,80.0000,,0.4600,
,,NaOH,water_activity,33.2800,30.0000,,0.3800,
,,NaOH,water_activity,33.3300,70.0400,,0.4340,
,,NaOH,water_activity,33.7000,45.0000,,0.3770,
,,NaOH,water_activity,37.8100,80.0000,,0.3350,
,,NaOH,water_activity,38.1600,45.0000,,0.2730,
,,NaOH,water_activity,38.3200,30.0000,,0.2500,
,,NaOH,water_activity,38.3700,60.0000,,0.2930,
,,NaOH,water_activity,38.9000,60.0000,,0.2720,
,,NaOH,water_activity,39.7700,70.0400,,0.2850,
,,NaOH,water_activity,41.6600,80.0000,,0.2660,
,,NaOH,water_activity,42.6700,60.0000,,0.2120,
,,NaOH,water_activity,43.0200,30.0000,,0.1700,
,,NaOH,water_activity,44.2800,45.0000,,0.1720,
,,NaOH,water_activity,44.5200,70.0400,,0.2000,
,,NaOH,water_activity,46.0500,60.0000,,0.1590,
,,NaOH,water_activity,46.2900,80.0000,,0.1960,
,,NaOH,water_activity,47.5700,60.0000,,0.1440,
,,NaOH,water_activity,49.9100,30.0000,,0.0990,
,,NaOH,water_activity,51.2100,45.0000,,0.1080,
,,NaOH,water_activity,51.3600,80.0000,,0.1370,
,,NaOH,water_activity,52.3500,80.0000,,0.1290,
,,NaOH,water_activity,52.5400,70.0400,,0.1080,
,,NaOH,water_activity,53.1300,60.0000,,0.0950,
,,NaOH,water_activity,56.1900,60.0000,,0.0770,
,,NaOH,water_activity,56.4300,45.0000,,0.0710,
,,NaOH,water_activity,60.9500,60.0000,,0.0650,
,,NaOH,water_activity,61.9300,80.0000,,0.0640,
,,NaOH,water_activity,62.5200,70.0400,,0.0550,
,,NaOH,water_activity,64.7100,60.0000,,0.0420,
,,NaOH,water_activity,66.1800,80.0000,,0.0460,
Component 1,NaOH,NaOH,water_activity,,,,,
,,NaOH,water_activity,Mol H2O/mol salts,°C,-,,
,,NaOH,water_activity,2.3670,0.0000,,0.0524,
,,NaOH,water_activity,2.3670,15.0000,,0.0846,
,,NaOH,water_activity,3.0060,0.0000,,0.1250,
,,NaOH,water_activity,3.0060,15.0000,,0.1490,
,,NaOH,water_activity,4.5550,0.0000,,0.3300,
,,NaOH,water_activity,4.5550,15.0000,,0.3550,
,,NaOH,water_activity,5.5950,0.0000,,0.4680,
,,NaOH,water_activity,5.5950,15.0000,,0.4840,
,,NaOH,water_activity,5.6980,0.0000,,0.2100,
,,NaOH,water_activity,5.6980,15.0000,,0.2370,
,,NaOH,water_activity,6.5930,0.0000,,0.5700,
,,NaOH,water_activity,6.5930,15.0000,,0.5810,
,,NaOH,water_activity,7.5770,0.0000,,0.6450,
,,NaOH,water_activity,7.5770,15.0000,,0.6520,
,,NaOH,water_activity,8.5050,0.0000,,0.6970,
,,NaOH,water_activity,8.5050,15.0000,,0.7020,
,,NaOH,water_activity,9.7190,0.0000,,0.7470,
,,NaOH,water_activity,9.7190,15.0000,,0.7510,
Component 1,NaOH,NaOH,water_activity,,,,,
,,NaOH,water_activity,mol/kg H2O,°C,-,,
,,NaOH,water_activity,5.1600,25.0000,,0.7805,
,,NaOH,water_activity,5.9300,25.0000,,0.7374,
,,NaOH,water_activity,6.6300,25.0000,,0.6962,
,,NaOH,water_activity,7.3600,25.0000,,0.6513,
,,NaOH,water_activity,8.0200,25.0000,,0.6104,
,,NaOH,water_activity,8.6000,25.0000,,0.5735,
,,NaOH,water_activity,9.1500,25.0000,,0.5393,
,,NaOH,water_activity,9.7600,25.0000,,0.5020,
,,NaOH,water_activity,10.8300,25.0000,,0.4393,
,,NaOH,water_activity,11.4700,25.0000,,0.4037,
,,NaOH,water_activity,12.0200,25.0000,,0.3750,
,,NaOH,water_activity,13.8000,25.0000,,0.2935,
Component 1,NaF,NaF,osmotic_coeff,,,,,
,,NaF,osmotic_coeff,mol/kg H2O,°C,-,,
,,NaF,osmotic_coeff,0.0010,25.0000,,0.9880,
,,NaF,osmotic_coeff,0.0020,25.0000,,0.9840,
,,NaF,osmotic_coeff,0.0050,25.0000,,0.9760,
,,NaF,osmotic_coeff,0.0100,25.0000,,0.9670,
,,NaF,osmotic_coeff,0.0200,25.0000,,0.9560,
,,NaF,osmotic_coeff,0.0500,25.0000,,0.9390,
,,NaF,osmotic_coeff,0.1000,25.0000,,0.9240,
,,NaF,osmotic_coeff,0.2000,25.0000,,0.9080,
,,NaF,osmotic_coeff,0.3000,25.0000,,0.8990,
,,NaF,osmotic_coeff,0.4000,25.0000,,0.8920,
,,NaF,osmotic_coeff,0.5000,25.0000,,0.8870,
,,NaF,osmotic_coeff,0.6000,25.0000,,0.8830,
,,NaF,osmotic_coeff,0.7000,25.0000,,0.8800,
,,NaF,osmotic_coeff,0.8000,25.0000,,0.8770,
,,NaF,osmotic_coeff,0.9000,25.0000,,0.8740,
,,NaF,osmotic_coeff,0.9830,25.0000,,0.8710,
,,NaF,osmotic_coeff,1.0000,25.0000,,0.8710,
Component 1,NaF,NaF,osmotic_coeff,,,,,
,,NaF,osmotic_coeff,mol/kg H2O,°C,-,,
,,NaF,osmotic_coeff,0.1000,25.0000,,0.9240,
,,NaF,osmotic_coeff,0.2000,25.0000,,0.9080,
,,NaF,osmotic_coeff,0.3000,25.0000,,0.8980,
,,NaF,osmotic_coeff,0.4000,25.0000,,0.8910,
,,NaF,osmotic_coeff,0.5000,25.0000,,0.8860,
,,NaF,osmotic_coeff,0.6000,25.0000,,0.8820,
,,NaF,osmotic_coeff,0.7000,25.0000,,0.8790,
,,NaF,osmotic_coeff,0.8000,25.0000,,0.8760,
,,NaF,osmotic_coeff,0.9000,25.0000,,0.8740,
,,NaF,osmotic_coeff,1.0000,25.0000,,0.8720,
Component 1,NaF,NaF,osmotic_coeff,,,,,
